	DORSALES			JALON CON AGARRE NEUTRO			3		10-12	12-15	1						Rir 1 primera serie				1 serie 43kg, 2serie 41kg y 3 serie 39kg		KG	10rir0	9rir0-1	9rir0						1 serie 43kg, 2 serie 41kg y 3 serie 39kg		KG	9rir1	9rir1-0	9rir0						1 serie 43kg, 2 serie 41kg y 3 serie 39kg		KG	10rir1-0	9rir1-0	9rir0-1								KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ESPALDA ALTA			REMO DE ESPALDA ALTA EN MÁQUINA 			2		8-10	10-12	0										1 serie 25kg y 2 serie 23kg		KG	10rir0-1	10rir0							23kg		KG	11rir1-0	10rir0							23kg		KG	11rir0-1	10rir0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	DORSALES			JALÓN PRONO EN POLEA			2		10-12		0										39kg		KG	9rir0-1	8rir0-1							1 serie 36kg y 2 serie 34kg		KG	9rir0	casi casi 9							34kg		KG	11rir0	9rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	DORSALES			REMO UNILATERAL EN POLEA			2		10-12		0										18kg		KG	13rir0-1	12rir0-1							11kg		KG	10rir1	10rir0							11kg		KG	10rir1	10rir0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	BRAQUIAL			CURL MARTILLO CON MANCUERNAS			2		10-12		0										1 serie 10kg, 2 serie 9kg y 3 serie 8kg		KG	8rir0	8rir0	8rir0		0				1 serie 8kg y 2 serie 7kg		KG	8rir0	8rir0			0				1 serie 8kg, 2 y 3 serie 7kg		KG	8rir0	8rir0	7rir0		0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																				 			KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																																																																																																																																																																																																																																														
	GRUPO MUSCULAR 			PECTORAL	HOMBROS	DELTOIDES POSTERIOR	BÍCEPS 	TRÍCEPS 	ANTEBRAZO	ABDOMINALES	ESPALDA ALTA	DORSALES	ERECTORES	GLÚTEOS	ISQUIOTIBIALES	GEMELOS	ADUCTORES	CUÁDRICEPS	TOTAL		HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO
																																																																																																																																																																																																																																														
	SERIES 			0	0	0	5	0	0	0	2	7	0	0	0	0	0	0	14		16 00		17 08		7		7		7			15 30 pm		16 47pm		7		7		8																																																																																																																																																																																																						
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
	ENFOQUE:				EMPUJE																DIARIO DE ENTRENAMIENTO SEMANA 1											DIARIO DE ENTRENAMIENTO SEMANA 2											DIARIO DE ENTRENAMIENTO SEMANA 3											DIARIO DE ENTRENAMIENTO SEMANA 4											DIARIO DE ENTRENAMIENTO SEMANA 5											DIARIO DE ENTRENAMIENTO SEMANA 6											DIARIO DE ENTRENAMIENTO SEMANA 7											DIARIO DE ENTRENAMIENTO SEMANA 8											DIARIO DE ENTRENAMIENTO SEMANA 9											DIARIO DE ENTRENAMIENTO SEMANA 10											DIARIO DE ENTRENAMIENTO SEMANA 11											DIARIO DE ENTRENAMIENTO SEMANA 12											DIARIO DE ENTRENAMIENTO SEMANA 13											DIARIO DE ENTRENAMIENTO SEMANA 14											DIARIO DE ENTRENAMIENTO SEMANA 15											DIARIO DE ENTRENAMIENTO SEMANA 16											DIARIO DE ENTRENAMIENTO SEMANA 17											DIARIO DE ENTRENAMIENTO SEMANA 18											DIARIO DE ENTRENAMIENTO SEMANA 19											DIARIO DE ENTRENAMIENTO SEMANA 20								
																																																																																																																																																																																																																																														
																								REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 					
	GRUPO MUSCULAR 		ORDEN 	EJERCICIO			SERIES 		RANGO DE REPETICIONES 		RIR	TIEMPO DE DESCANSO 		TIPO DE SERIE 		VÍDEO 	ESPECIFICACIONES				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR	
																																																																																																																																																																																																																																														
	TRÍCEPS			EXTENSIÓN UNILATERAL EN POLEA 			3		10-12		0										1 y 2 serie 17.3 kg, 3 serie 15.8kg		KG	12rir0	11rir0	11rir0		0				1 serie 18kg, 2 serie 17.3 kg y 3 serie 15.8kg		KG	9rir0	10rir0	9rir0		0						KG									1 serie 6.8kg, 2 y 3 serie 4.5kg		KG	9rir0	10rir0	9rir0		0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	DELTOIDES LATERAL			ELEVACIONES LATERALES CON MANCUERNAS			3		10-12	12-15	0										1 y 2 serie 7kg, 3 serie 6kg		KG	12rir0	10rir0	10rir0		0				1 y 2 serie 7kg y 3 serie 6kg		KG	12rir0	9rir1	10rir0						1 y 2 serie 7kg, 3 serie 6kg		KG	12rir0	10rir0	11rir0		0				6kg		KG	11rir0	10rir0	9rir0		0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	PECTORAL			PRESS INCLINADO CON MANCUERNAS			2		8-10	10-12	0										1 serie 16kg y 2 serie 14kg		KG	8rir0-1	8rir0-1							1 serie 16kg y 2 serie 14kg		KG	8rir0-1	8rir1							1 serie 16kg y 2 serie 14kg		KG	8rir0	8-9rir1-2							1 serie 16kg y 2 serie 14kg		KG	8rir1	9rir1			1						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	DELTOIDES ANTERIOR			PRESS DE HOMBRO EN MÁQUINA			2		8-10	10-12	0										1 serie 18kg y 2 serie 14kg		KG	9fallo	10rir0							1 serie 18kg y 2 serie 14kg		KG	8rir0	10rir0			0				1 serie 18kg y 2 serie 14kg		KG	9rir0	11rir0			0				1 serie 18kg y 2 serie 14kg		KG	9rir0	11rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	TRÍCEPS			FONDOS LASTRADOS			2		8-10		1												KG	7rir1	6rir1			1						KG	7rir1	6rir1			1						KG	7rir2	7rir1									KG	8rir1	7rir1			1						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	PECTORAL			CRUCES EN POLEA			2		10-12		0										6.8kg		KG	10rir0	9rir0			0				1 serie 6.8kg y 2 serie 4.5kg		KG	9fallo	10rir0							2 serie 4.5kg		KG		11rir0			0				4.5kg		KG	10rir0	9rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																				 			KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																																																																																																																																																																																																																																														
	GRUPO MUSCULAR 			PECTORAL	HOMBROS	DELTOIDES POSTERIOR	BÍCEPS 	TRÍCEPS 	ANTEBRAZO	ABDOMINALES	ESPALDA ALTA	DORSALES	ERECTORES	GLÚTEOS	ISQUIOTIBIALES	GEMELOS	ADUCTORES	CUÁDRICEPS	TOTAL		HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO			HORA DE INICIO 		HORA DEL FINAL 		PROGRESO 		MOTIVACIÓN 		FOCO
																																																																																																																																																																																																																																														
	SERIES 			4	5	0	0	5	0	0	0	0	0	0	0	0	0	0	14		15 15 pm		16 18 pm		7		8		8														15 40 pm		16 46pm		7		8		7																																																																																																																																																																																											
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																														
	ENFOQUE:				PIERNA A																DIARIO DE ENTRENAMIENTO SEMANA 1											DIARIO DE ENTRENAMIENTO SEMANA 2											DIARIO DE ENTRENAMIENTO SEMANA 3											DIARIO DE ENTRENAMIENTO SEMANA 4											DIARIO DE ENTRENAMIENTO SEMANA 5											DIARIO DE ENTRENAMIENTO SEMANA 6											DIARIO DE ENTRENAMIENTO SEMANA 7											DIARIO DE ENTRENAMIENTO SEMANA 8											DIARIO DE ENTRENAMIENTO SEMANA 9											DIARIO DE ENTRENAMIENTO SEMANA 10											DIARIO DE ENTRENAMIENTO SEMANA 11											DIARIO DE ENTRENAMIENTO SEMANA 12											DIARIO DE ENTRENAMIENTO SEMANA 13											DIARIO DE ENTRENAMIENTO SEMANA 14											DIARIO DE ENTRENAMIENTO SEMANA 15											DIARIO DE ENTRENAMIENTO SEMANA 16											DIARIO DE ENTRENAMIENTO SEMANA 17											DIARIO DE ENTRENAMIENTO SEMANA 18											DIARIO DE ENTRENAMIENTO SEMANA 19											DIARIO DE ENTRENAMIENTO SEMANA 20								
																																																																																																																																																																																																																																														
																								REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 											REPETICIONES 					
	GRUPO MUSCULAR 		ORDEN 	EJERCICIO			SERIES 		RANGO DE REPETICIONES 		RIR	TIEMPO DE DESCANSO 		TIPO DE SERIE 		VÍDEO 	ESPECIFICACIONES				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR				PESO			SERIE 1	SERIE 2	SERIE 3	SERIE 4	RIR	
																																																																																																																																																																																																																																														
	ABDOMINALES			CRUNCH ABDOMINAL EN POLEA			3		10-12		0										1 y 2 serie 28.5kg, 3 serie 26kg		KG	11rir0	8rir0	9rir0		0						KG									1 y 2 serie 27kg, 3 serie 26kg		KG	13rir0-1	9rir0-1	9rir0						1 y 2 serie 28.5kg, 3 serie 27kg		KG	11rir0-1/1-0	9rir1-0	9rir1								KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	GEMELOS			ELEVACIONES DE GEMELOS EN SMITH			3		10-12		0										1 serie 88kg, 2 serie 77kg y 3 serie 75kg		KG	10rir0-1	10rir0-1	10rir0								KG									1 serie 88kg, 2 serie 86kg y 3 serie 77kg		KG	10rir0	9rir0	8rir0-1/1-0								KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ADUCTOR			ADUCTOR EN MÁQUINA 			2		12-15		0										27kg		KG	13rir0	9rir0			0						KG									1 serie 29kg y 2 serie 25.5kg		KG	9rir0	9rir0-1							1 serie 29kg y 2 serie 25.5kg		KG	9rir1-0	10rir0-1									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	ISQUIOTIBIALES			CURL DE ISQUIOTIBIALES TUMBADO			2		10-12	12-15	0										1 serie 29kg y 2 serie 27kg		KG	11rir0	11rir0			0						KG									1 serie 29kg y 2 serie 27kg		KG	11rir0	11rir0			0				1 serie 29kg y 2 serie 27kg		KG	11rir0	11rir0			0						KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	CUÁDRICEPS			PRENSA 45°			2		8-10	10-12	1										30kg		KG	11rir2	11rir1									KG									30kg		KG	11rir2	11rir1							32.5kg		KG	11rir2	11rir1									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	CUÁDRICEPS			EXTENSIÓN DE CUADRICEPS EN MÁQUINA			2		10-12		1										29kg		KG	11rir0	9rir0			0						KG									29kg		KG	11rir0	9rir0			0				29kg		KG	11rir1-0	9rir1-0									KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
	CUÁDRICEPS			PRENSA HORIZONTAL UNILATERAL			1		10-12		1										41kg		KG	10rir1-0										KG									41kg		KG	10rir1-0								41kg		KG	10rir1-0										KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																				 			KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																							KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG											KG						
																																																																																																																																																																																																																																														
